canonical_keyword,cluster_key,cluster_label,topical_silo,primary_entity,entity_type,parent_entity,intent,intent_detail,geo_modifier,keyword_count,total_volume,current_ranking_coverage_pct,average_current_position,recommended_page_type,recommended_action,suggested_url
4 piece chicken mcnuggets,nuggets-4-pc-chicken-mcnuggets__overview_general,4 pc Chicken McNuggets - overview general,McNuggets & Strips,4 pc Chicken McNuggets,product_variant,Chicken McNuggets,overview,overview_general,,4,160,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/mcnuggets-strips/4-pc-chicken-mcnuggets/
mcdonalds cheeseburger ingredients,burgers-cheeseburger__nutrition_ingredients,Cheeseburger - nutrition ingredients,Burgers,Cheeseburger,product_variant,Burgers Menu,nutrition,nutrition_ingredients,,3,160,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/cheeseburger/
mcdonalds americano,coffee-americano__overview_general,Americano - overview general,McCafe Coffees,Americano,product_family,McCafe Coffees,overview,overview_general,,4,160,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
egg mcmuffin meal calories,evm-egg-mcmuffin-meal__nutrition_macros,Egg McMuffin Meal - nutrition macros,Value & Deals,Egg McMuffin Meal,product_variant,Extra Value Meals,nutrition,nutrition_macros,,4,160,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/egg-mcmuffin-meal/
daily double calories,burgers-daily-double__nutrition_macros,Daily Double - nutrition macros,Burgers,Daily Double,product_variant,Burgers Menu,nutrition,nutrition_macros,,1,150,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/daily-double/
mccafe mocha frappe,coffee-mccafe-mocha-frappe__overview_general,McCafe Mocha Frappe - overview general,McCafe Coffees,McCafe Mocha Frappe,product_family,McCafe Coffees,overview,overview_general,,1,150,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
iced caramel latte calories,coffee-mccafe-iced-caramel-latte__nutrition_macros,McCafe Iced Caramel Latte - nutrition macros,McCafe Coffees,McCafe Iced Caramel Latte,product_family,McCafe Coffees,nutrition,nutrition_macros,,1,150,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's all day menu,menu-hub__timing_hours,McDonald's Menu - timing hours,Brand Core,McDonald's Menu,menu_hub,,timing_availability,timing_hours,,1,150,0.0,,hub,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/menu/
how much is a big mac meal in california,evm-big-mac-meal__geo_price__california,Big Mac Meal - geo price,Value & Deals,Big Mac Meal,product_variant,Extra Value Meals,geo_pricing,geo_price,California,3,150,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's mango pineapple smoothie ingredients,bev-mango-pineapple-smoothie__nutrition_ingredients,Mango Pineapple Smoothie - nutrition ingredients,Beverages,Mango Pineapple Smoothie,product_family,Beverages & Drinks,nutrition,nutrition_ingredients,,3,150,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
how much do burgers cost,burgers-menu__price_value,Burgers Menu - price value,Burgers,Burgers Menu,menu_guide,,commercial,price_value,,6,150,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/burgers-menu/
how much is a hamburger happy meal,happy-hamburger-happy-meal__price_value,Hamburger Happy Meal - price value,Happy Meal,Hamburger Happy Meal,product_variant,Happy Meal,commercial,price_value,,4,150,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/happy-meal/hamburger-happy-meal/
us mcdonald's menu,menu-hub__geo_price__us,McDonald's Menu - geo price,Brand Core,McDonald's Menu,menu_hub,,geo_pricing,geo_price,Us,5,150,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
all day breakfast mcdonald's menu,breakfast-hours__timing_hours,Breakfast Hours - timing hours,Breakfast,Breakfast Hours,support_page,,timing_availability,timing_hours,,8,150,0.0,,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-hours/
filet o fish meal calories,evm-filet-o-fish-meal__nutrition_macros,Filet-O-Fish Meal - nutrition macros,Value & Deals,Filet-O-Fish Meal,product_variant,Extra Value Meals,nutrition,nutrition_macros,,2,140,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/filet-o-fish-meal/
deluxe mccrispy price,chicken-deluxe-mccrispy__price_value,Deluxe McCrispy - price value,Chicken & Fish,Deluxe McCrispy,product_variant,Chicken & Fish Menu,commercial,price_value,,2,140,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/deluxe-mccrispy/
how much caffeine is in a iced caramel macchiato,coffee-mccafe-iced-caramel-macchiato__nutrition_caffeine,McCafe Iced Caramel Macchiato - nutrition caffeine,McCafe Coffees,McCafe Iced Caramel Macchiato,product_family,McCafe Coffees,nutrition,nutrition_caffeine,,5,140,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
how much are mcdonald's chocolate chip cookies,sweets-chocolate-chip-cookies__price_value,Chocolate Chip Cookies - price value,Sweets & Treats,Chocolate Chip Cookies,product_variant,Sweets & Treats,commercial,price_value,,5,140,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookies/
6 piece happy meal price,happy-6-pc-mcnuggets-happy-meal__price_value,6 pc McNuggets Happy Meal - price value,Happy Meal,6 pc McNuggets Happy Meal,product_variant,Happy Meal,commercial,price_value,,4,140,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/happy-meal/6-pc-mcnuggets-happy-meal/
fish fillet meal,chicken-filet-o-fish__overview_menu,Filet-O-Fish - overview menu,Chicken & Fish,Filet-O-Fish,product_variant,Chicken & Fish Menu,overview,overview_menu,,5,140,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/filet-o-fish/
mcdonald's unsweet tea,bev-unsweetened-iced-tea__overview_general,Unsweetened Iced Tea - overview general,Beverages,Unsweetened Iced Tea,product_family,Beverages & Drinks,overview,overview_general,,5,140,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcdonalds mocha latte,coffee-mccafe-mocha-latte__overview_general,McCafe Mocha Latte - overview general,McCafe Coffees,McCafe Mocha Latte,product_family,McCafe Coffees,overview,overview_general,,3,130,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
happy meal price california,happy-meal__geo_price__california,Happy Meal - geo price,Happy Meal,Happy Meal,menu_guide,,geo_pricing,geo_price,California,4,130,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's plain hamburger,burgers-hamburger__overview_general,Hamburger - overview general,Burgers,Hamburger,product_variant,Burgers Menu,overview,overview_general,,6,130,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/hamburger/
mccrispy ingredients,chicken-mccrispy__nutrition_ingredients,McCrispy - nutrition ingredients,Chicken & Fish,McCrispy,product_variant,Chicken & Fish Menu,nutrition,nutrition_ingredients,,2,120,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/mccrispy/
mcdonald's large iced caramel coffee calories,coffee-mccafe-iced-caramel-coffee__nutrition_macros,McCafe Iced Caramel Coffee - nutrition macros,McCafe Coffees,McCafe Iced Caramel Coffee,product_family,McCafe Coffees,nutrition,nutrition_macros,,3,120,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's hot chocolate calories,coffee-mccafe-hot-chocolate__nutrition_macros,McCafe Hot Chocolate - nutrition macros,McCafe Coffees,McCafe Hot Chocolate,product_family,McCafe Coffees,nutrition,nutrition_macros,,3,120,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
shamrock shake sizes,limited-time-menu__overview_general,Limited Time Menu - overview general,Limited Time,Limited Time Menu,support_page,,overview,overview_general,,2,120,0.0,,support,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/limited-time-menu/
carbs in mcdonald's oatmeal,bfast-fruit-maple-oatmeal__nutrition_macros,Fruit & Maple Oatmeal - nutrition macros,Breakfast,Fruit & Maple Oatmeal,product_variant,Breakfast Menu,nutrition,nutrition_macros,,4,120,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/fruit-maple-oatmeal/
mcdonald's double cheeseburger meal,burgers-double-cheeseburger__overview_menu,Double Cheeseburger - overview menu,Burgers,Double Cheeseburger,product_variant,Burgers Menu,overview,overview_menu,,6,120,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/double-cheeseburger/
filet o fish meal,evm-filet-o-fish-meal__overview_menu,Filet-O-Fish Meal - overview menu,Value & Deals,Filet-O-Fish Meal,product_variant,Extra Value Meals,overview,overview_menu,,2,110,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/filet-o-fish-meal/
mcdonalds hawaii breakfast menu,breakfast-menu__overview_menu__hawaii,Breakfast Menu - overview menu,Breakfast,Breakfast Menu,menu_guide,,overview,overview_menu,Hawaii,2,110,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/breakfast-menu/
mustard packet calories,sauce-mustard-packet__nutrition_macros,Mustard Packet - nutrition macros,Sauces & Condiments,Mustard Packet,product_variant,Sauces & Condiments,nutrition,nutrition_macros,,2,110,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/mustard-packet/
is mcdonald's sweet and sour sauce gluten free,sauce-sweet-n-sour-sauce__nutrition_allergens,Sweet 'N Sour Sauce - nutrition allergens,Sauces & Condiments,Sweet 'N Sour Sauce,product_variant,Sauces & Condiments,nutrition,nutrition_allergens,,3,110,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/sweet-n-sour-sauce/
mcdonalds frappe menu,coffee-frappe__overview_menu,Frappe - overview menu,McCafe Coffees,Frappe,product_family,McCafe Coffees,overview,overview_menu,,3,110,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/mccafe-menu/
mcdonald's bacon egg and cheese biscuit price,bfast-bacon-egg-cheese-biscuit__price_value,"Bacon, Egg & Cheese Biscuit - price value",Breakfast,"Bacon, Egg & Cheese Biscuit",product_variant,Breakfast Menu,commercial,price_value,,3,110,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/breakfast-menu/bacon-egg-cheese-biscuit/
quarter pounder deluxe calories,burgers-quarter-pounder-with-cheese-deluxe__nutrition_macros,Quarter Pounder with Cheese Deluxe - nutrition macros,Burgers,Quarter Pounder with Cheese Deluxe,product_variant,Burgers Menu,nutrition,nutrition_macros,,1,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/quarter-pounder-with-cheese-deluxe/
spicy chicken snack wrap,snack-wrap__overview_general,Snack Wrap - overview general,Snack Wrap,Snack Wrap,menu_guide,,overview,overview_general,,1,100,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/snack-wrap/
mcflurry menu,sweets-oreo-mcflurry__overview_menu,OREO McFlurry - overview menu,Sweets & Treats,OREO McFlurry,product_variant,Sweets & Treats,overview,overview_menu,,1,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/
mcdonald's lemonade calories,bev-lemonade__nutrition_macros,Lemonade - nutrition macros,Beverages,Lemonade,product_family,Beverages & Drinks,nutrition,nutrition_macros,,1,100,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/beverage-menu/
mcflurry sizes us,sweets-mcflurry__geo_price__us,McFlurry - geo price,Sweets & Treats,McFlurry,product_family,Sweets & Treats,geo_pricing,geo_price,Us,1,100,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonald's honey mustard ingredients,sauce-honey__nutrition_ingredients,Honey - nutrition ingredients,Sauces & Condiments,Honey,product_variant,Sauces & Condiments,nutrition,nutrition_ingredients,,2,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/sauces-condiments/honey/
mcdonald's black coffee calories,mccafe-coffees__nutrition_macros,McCafe Coffees - nutrition macros,McCafe Coffees,McCafe Coffees,menu_guide,,nutrition,nutrition_macros,,2,100,0.0,,guide,Optimize the existing guide page and strengthen entity coverage.,https://mcdomenuusa.com/mccafe-menu/
mcdouble vs double cheese,burgers-mcdouble__comparison,McDouble - comparison,Burgers,McDouble,product_variant,Burgers Menu,comparison,comparison,,3,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/mcdouble/
hi c ingredients,bev-soft-drink-small__nutrition_ingredients,Soft Drink Small - nutrition ingredients,Beverages,Soft Drink Small,product_variant,Soft Drink,nutrition,nutrition_ingredients,,3,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/beverages-drinks/soft-drink-small/
double bacon quarter pounder with cheese calories,burgers-bacon-quarter-pounder-with-cheese__nutrition_macros,Bacon Quarter Pounder with Cheese - nutrition macros,Burgers,Bacon Quarter Pounder with Cheese,product_variant,Burgers Menu,nutrition,nutrition_macros,,2,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/burgers-menu/bacon-quarter-pounder-with-cheese/
mcdonald's quarter pounder with cheese meal price,evm-quarter-pounder-with-cheese-meal__price_value,Quarter Pounder with Cheese Meal - price value,Value & Deals,Quarter Pounder with Cheese Meal,product_variant,Extra Value Meals,commercial,price_value,,3,100,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/extra-value-meals/quarter-pounder-with-cheese-meal/
mcdonald's strawberry shake calories,sweets-strawberry-shake__nutrition_macros,Strawberry Shake - nutrition macros,Sweets & Treats,Strawberry Shake,product_family,Sweets & Treats,nutrition,nutrition_macros,,5,100,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
california mcdonald's prices,menu-hub__geo_price__california,McDonald's Menu - geo price,Brand Core,McDonald's Menu,menu_hub,,geo_pricing,geo_price,California,6,100,0.0,,support,Route this to the geographic pricing hub or create a state/city-specific expansion page.,https://mcdomenuusa.com/mcdonalds-prices-by-state/
mcdonalds mcflurry menu,sweets-mcflurry__overview_menu,McFlurry - overview menu,Sweets & Treats,McFlurry,product_family,Sweets & Treats,overview,overview_menu,,1,90,0.0,,family_section,Expand the parent category guide with a dedicated family section or create a focused family guide.,https://mcdomenuusa.com/sweets-treats/
spicy deluxe mccrispy price,chicken-spicy-deluxe-mccrispy__price_value,Spicy Deluxe McCrispy - price value,Chicken & Fish,Spicy Deluxe McCrispy,product_variant,Chicken & Fish Menu,commercial,price_value,,1,90,0.0,,item,Optimize the existing item page and strengthen price/nutrition sections.,https://mcdomenuusa.com/menu/chicken-fish/spicy-deluxe-mccrispy/
