entity_id,entity_name,entity_type,topical_silo,parent_entity,page_type,existing_page,target_url,category_url,alias_count,sample_aliases
sauce-tangy-barbecue-sauce,Tangy Barbecue Sauce,product_variant,Sauces & Condiments,Sauces & Condiments,item,Yes,https://mcdomenuusa.com/menu/sauces-condiments/tangy-barbecue-sauce/,https://mcdomenuusa.com/menu/sauces-condiments/,2,tangy barbecue sauce | bbq sauce
wrap-ranch-snack-wrap,Ranch Snack Wrap,product_variant,Snack Wrap,Snack Wrap,item,Yes,https://mcdomenuusa.com/menu/snack-wrap/ranch-snack-wrap/,https://mcdomenuusa.com/menu/snack-wrap/,1,ranch snack wrap
snack-wrap,Snack Wrap,menu_guide,Snack Wrap,,guide,Yes,https://mcdomenuusa.com/snack-wrap/,https://mcdomenuusa.com/menu/snack-wrap/,5,snack wrap | snack wrap prices | snack wrap menu | snack wrap menu prices | snack wrap with prices
wrap-spicy-snack-wrap,Spicy Snack Wrap,product_variant,Snack Wrap,Snack Wrap,item,Yes,https://mcdomenuusa.com/menu/snack-wrap/spicy-snack-wrap/,https://mcdomenuusa.com/menu/snack-wrap/,1,spicy snack wrap
sweets-baked-apple-pie,Baked Apple Pie,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/baked-apple-pie/,https://mcdomenuusa.com/menu/sweets-treats/,2,baked apple pie | apple pie
sweets-chocolate-chip-cookie,Chocolate Chip Cookie,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookie/,https://mcdomenuusa.com/menu/sweets-treats/,3,chocolate chip cookie | cookies | mcdonalds cookies
sweets-chocolate-chip-cookies,Chocolate Chip Cookies,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/chocolate-chip-cookies/,https://mcdomenuusa.com/menu/sweets-treats/,3,chocolate chip cookies | cookies | mcdonalds cookies
sweets-chocolate-shake,Chocolate Shake,product_family,Sweets & Treats,Sweets & Treats,family_section,Yes,https://mcdomenuusa.com/sweets-treats/,https://mcdomenuusa.com/menu/sweets-treats/,1,chocolate shake
sweets-chocolate-shake-large,Chocolate Shake Large,product_variant,Sweets & Treats,Chocolate Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/chocolate-shake-large/,https://mcdomenuusa.com/menu/sweets-treats/,1,chocolate shake large
sweets-chocolate-shake-medium,Chocolate Shake Medium,product_variant,Sweets & Treats,Chocolate Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/chocolate-shake-medium/,https://mcdomenuusa.com/menu/sweets-treats/,1,chocolate shake medium
sweets-chocolate-shake-small,Chocolate Shake Small,product_variant,Sweets & Treats,Chocolate Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/chocolate-shake-small/,https://mcdomenuusa.com/menu/sweets-treats/,1,chocolate shake small
sweets-cookies,Cookies,product_family,Sweets & Treats,Sweets & Treats,family_section,Yes,https://mcdomenuusa.com/sweets-treats/,https://mcdomenuusa.com/menu/sweets-treats/,3,cookies | mcdonalds cookies | mcdonalds cookie
sweets-derpy-mcflurry,Derpy McFlurry,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/derpy-mcflurry/,https://mcdomenuusa.com/menu/sweets-treats/,3,derpy mcflurry | mc flurry | derpy mc flurry
sweets-hot-caramel-sundae,Hot Caramel Sundae,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/hot-caramel-sundae/,https://mcdomenuusa.com/menu/sweets-treats/,1,hot caramel sundae
sweets-hot-fudge-sundae,Hot Fudge Sundae,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/hot-fudge-sundae/,https://mcdomenuusa.com/menu/sweets-treats/,1,hot fudge sundae
sweets-m-ms-mcflurry,M&M'S McFlurry,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/m-ms-mcflurry/,https://mcdomenuusa.com/menu/sweets-treats/,6,m and ms mcflurry | mcflurry | mc flurry | m and ms mc flurry | m and m mcflurry | mms mcflurry
sweets-mcflurry,McFlurry,product_family,Sweets & Treats,Sweets & Treats,family_section,Yes,https://mcdomenuusa.com/sweets-treats/,https://mcdomenuusa.com/menu/sweets-treats/,4,mcflurry | mc flurry | mcdonalds mcflurry | mcflurry sizes
sweets-oreo-mcflurry,OREO McFlurry,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/oreo-mcflurry/,https://mcdomenuusa.com/menu/sweets-treats/,5,oreo mcflurry | mcflurry | mc flurry | oreo mc flurry | mcflurry oreo
sweets-strawberry-shake,Strawberry Shake,product_family,Sweets & Treats,Sweets & Treats,family_section,Yes,https://mcdomenuusa.com/sweets-treats/,https://mcdomenuusa.com/menu/sweets-treats/,1,strawberry shake
sweets-strawberry-shake-large,Strawberry Shake Large,product_variant,Sweets & Treats,Strawberry Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/strawberry-shake-large/,https://mcdomenuusa.com/menu/sweets-treats/,1,strawberry shake large
sweets-strawberry-shake-medium,Strawberry Shake Medium,product_variant,Sweets & Treats,Strawberry Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/strawberry-shake-medium/,https://mcdomenuusa.com/menu/sweets-treats/,1,strawberry shake medium
sweets-strawberry-shake-small,Strawberry Shake Small,product_variant,Sweets & Treats,Strawberry Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/strawberry-shake-small/,https://mcdomenuusa.com/menu/sweets-treats/,1,strawberry shake small
sweets-treats,Sweets & Treats,menu_guide,Sweets & Treats,,guide,Yes,https://mcdomenuusa.com/sweets-treats/,https://mcdomenuusa.com/menu/sweets-treats/,9,sweets and treats | sweets and treats prices | sweets and treats menu | sweets and treats menu prices | sweets and treats with prices | dessert menu | ice cream menu | soft serve | sundae
sweets-vanilla-cone,Vanilla Cone,product_variant,Sweets & Treats,Sweets & Treats,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/vanilla-cone/,https://mcdomenuusa.com/menu/sweets-treats/,4,vanilla cone | ice cream cone | vanilla ice cream cone | cone
sweets-vanilla-shake,Vanilla Shake,product_family,Sweets & Treats,Sweets & Treats,family_section,Yes,https://mcdomenuusa.com/sweets-treats/,https://mcdomenuusa.com/menu/sweets-treats/,1,vanilla shake
sweets-vanilla-shake-large,Vanilla Shake Large,product_variant,Sweets & Treats,Vanilla Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/vanilla-shake-large/,https://mcdomenuusa.com/menu/sweets-treats/,1,vanilla shake large
sweets-vanilla-shake-medium,Vanilla Shake Medium,product_variant,Sweets & Treats,Vanilla Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/vanilla-shake-medium/,https://mcdomenuusa.com/menu/sweets-treats/,1,vanilla shake medium
sweets-vanilla-shake-small,Vanilla Shake Small,product_variant,Sweets & Treats,Vanilla Shake,item,Yes,https://mcdomenuusa.com/menu/sweets-treats/vanilla-shake-small/,https://mcdomenuusa.com/menu/sweets-treats/,1,vanilla shake small
evm-10-pc-chicken-mcnuggets-meal,10 pc Chicken McNuggets Meal,product_variant,Value & Deals,Chicken McNuggets Meal,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/10-pc-chicken-mcnuggets-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,10,10 pc chicken mcnuggets meal | 10 pc chicken mc nuggets meal | 10 pc mcnuggets meal | nuggets | 10 piece mcnugget | 10 piece mcnuggets | 10 piece chicken mcnuggets | 10 piece chicken nuggets | 10 pc nuggets | 10 nuggets
mcvalue-4-pc-chicken-mcnuggets,4 pc Chicken McNuggets,product_variant,Value & Deals,Chicken McNuggets,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/4-pc-chicken-mcnuggets/,https://mcdomenuusa.com/menu/mcvalue-menu/,10,4 pc chicken mcnuggets | 4 pc chicken mc nuggets | 4 pc mcnuggets | nuggets | 4 piece mcnugget | 4 piece mcnuggets | 4 piece chicken mcnuggets | 4 piece chicken nuggets | 4 pc nuggets | 4 nuggets
mcvalue-6-pc-chicken-mcnuggets,6 pc Chicken McNuggets,product_variant,Value & Deals,Chicken McNuggets,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/6-pc-chicken-mcnuggets/,https://mcdomenuusa.com/menu/mcvalue-menu/,10,6 pc chicken mcnuggets | 6 pc chicken mc nuggets | 6 pc mcnuggets | nuggets | 6 piece mcnugget | 6 piece mcnuggets | 6 piece chicken mcnuggets | 6 piece chicken nuggets | 6 pc nuggets | 6 nuggets
evm-bacon-quarter-pounder-with-cheese-meal,Bacon Quarter Pounder with Cheese Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/bacon-quarter-pounder-with-cheese-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,bacon quarter pounder with cheese meal | bacon quarter pounder w cheese meal | bacon quarter pounder cheese meal
evm-bacon-egg-cheese-bagel-meal,"Bacon, Egg & Cheese Bagel Meal",product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/bacon-egg-cheese-bagel-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,bacon egg and cheese bagel meal
evm-bacon-egg-cheese-biscuit-meal,"Bacon, Egg & Cheese Biscuit Meal",product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/bacon-egg-cheese-biscuit-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,bacon egg and cheese biscuit meal
evm-bacon-egg-cheese-mcgriddles-meal,"Bacon, Egg & Cheese McGriddles Meal",product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/bacon-egg-cheese-mcgriddles-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,bacon egg and cheese mcgriddles meal | bacon egg and cheese mcgriddle meal | bacon egg and cheese mc griddles meal
evm-big-mac-meal,Big Mac Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/big-mac-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,big mac meal
mcvalue-cheeseburger,Cheeseburger,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/cheeseburger/,https://mcdomenuusa.com/menu/mcvalue-menu/,1,cheeseburger
evm-cheeseburger-meal,Cheeseburger Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/cheeseburger-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,cheeseburger meal
mcvalue-chicken-mcnuggets,Chicken McNuggets,product_family,Value & Deals,McValue Menu,family_section,Yes,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,https://mcdomenuusa.com/menu/mcvalue-menu/,5,chicken mcnuggets | mcnuggets | chicken nuggets | nuggets | mcnugget
evm-chicken-mcnuggets-meal,Chicken McNuggets Meal,product_family,Value & Deals,Extra Value Meals,family_section,Yes,https://mcdomenuusa.com/extra-value-meals/,https://mcdomenuusa.com/menu/extra-value-meals/,1,chicken mcnuggets meal
deals-mcvalue-guide,Deals & McValue Guide,support_page,Value & Deals,,support,Yes,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,,6,mcdonalds value menu | mcdonalds dollar menu | dollar menu | mcvalue | meal deals | mcdonalds deals
evm-deluxe-mccrispy-meal,Deluxe McCrispy Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/deluxe-mccrispy-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,2,deluxe mccrispy meal | deluxe mc crispy meal
mcvalue-double-cheeseburger,Double Cheeseburger,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/double-cheeseburger/,https://mcdomenuusa.com/menu/mcvalue-menu/,1,double cheeseburger
evm-double-quarter-pounder-with-cheese-meal,Double Quarter Pounder with Cheese Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/double-quarter-pounder-with-cheese-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,double quarter pounder with cheese meal | double quarter pounder w cheese meal | double quarter pounder cheese meal
evm-egg-mcmuffin-meal,Egg McMuffin Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/egg-mcmuffin-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,2,egg mcmuffin meal | egg mc muffin meal
extra-value-meals,Extra Value Meals,menu_guide,Value & Deals,,guide,Yes,https://mcdomenuusa.com/extra-value-meals/,https://mcdomenuusa.com/menu/extra-value-meals/,12,extra value meals | extra value meals prices | extra value meals menu | extra value meals menu prices | extra value meals with prices | value meals | combo meals | mcdonalds value menu | mcdonalds dollar menu | 5 dollar meal | 5 meal | mcdonalds extra value meals
evm-filet-o-fish-meal,Filet-O-Fish Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/filet-o-fish-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,filet o fish meal | filet of fish | filet o fish
mcvalue-hash-browns,Hash Browns,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/hash-browns/,https://mcdomenuusa.com/menu/mcvalue-menu/,4,hash browns | hashbrown | hashbrowns | hash brown
mcvalue-mcchicken,McChicken,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/mcchicken/,https://mcdomenuusa.com/menu/mcvalue-menu/,2,mcchicken | mc chicken
evm-mccrispy-meal,McCrispy Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/mccrispy-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,2,mccrispy meal | mc crispy meal
evm-mccrispy-strips-meal,McCrispy Strips Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/mccrispy-strips-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,2,mccrispy strips meal | mc crispy strips meal
mcvalue-mcflurry-with-m-ms-candies,McFlurry with M&M'S Candies,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/mcflurry-with-m-ms-candies/,https://mcdomenuusa.com/menu/mcvalue-menu/,5,mcflurry with m and ms candies | mc flurry | mcflurry w m and ms candies | mcflurry m and ms candies | mc flurry with m and ms candies
mcvalue-mcflurry-with-oreo-cookies,McFlurry with OREO Cookies,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/mcflurry-with-oreo-cookies/,https://mcdomenuusa.com/menu/mcvalue-menu/,5,mcflurry with oreo cookies | mc flurry | mcflurry w oreo cookies | mcflurry oreo cookies | mc flurry with oreo cookies
mcvalue-menu,McValue Menu,menu_guide,Value & Deals,,guide,Yes,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,https://mcdomenuusa.com/menu/mcvalue-menu/,10,mcvalue menu | mcvalue | mcvalue menu prices | mcvalue menu menu | mcvalue menu menu prices | mcvalue menu with prices | mcdonalds value menu | mcdonalds dollar menu | 5 dollar meal | 5 meal
evm-quarter-pounder-with-cheese-deluxe-meal,Quarter Pounder with Cheese Deluxe Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/quarter-pounder-with-cheese-deluxe-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,quarter pounder with cheese deluxe meal | quarter pounder w cheese deluxe meal | quarter pounder cheese deluxe meal
evm-quarter-pounder-with-cheese-meal,Quarter Pounder with Cheese Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/quarter-pounder-with-cheese-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,quarter pounder with cheese meal | quarter pounder w cheese meal | quarter pounder cheese meal
evm-ranch-spicy-snack-wrap-meal,Ranch & Spicy Snack Wrap Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/ranch-spicy-snack-wrap-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,ranch and spicy snack wrap meal
evm-ranch-snack-wrap-meal,Ranch Snack Wrap Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/ranch-snack-wrap-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,ranch snack wrap meal
mcvalue-sausage-biscuit,Sausage Biscuit,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/sausage-biscuit/,https://mcdomenuusa.com/menu/mcvalue-menu/,1,sausage biscuit
evm-sausage-biscuit-with-egg-meal,Sausage Biscuit with Egg Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/sausage-biscuit-with-egg-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,sausage biscuit with egg meal | sausage biscuit w egg meal | sausage biscuit egg meal
mcvalue-sausage-burrito,Sausage Burrito,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/sausage-burrito/,https://mcdomenuusa.com/menu/mcvalue-menu/,3,sausage burrito | burrito | burritos
evm-sausage-burrito-meal,Sausage Burrito Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/sausage-burrito-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,sausage burrito meal
evm-sausage-mcgriddles-meal,Sausage McGriddles Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/sausage-mcgriddles-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,sausage mcgriddles meal | sausage mcgriddle meal | sausage mc griddles meal
mcvalue-sausage-mcmuffin,Sausage McMuffin,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/sausage-mcmuffin/,https://mcdomenuusa.com/menu/mcvalue-menu/,2,sausage mcmuffin | sausage mc muffin
evm-sausage-mcmuffin-with-egg-meal,Sausage McMuffin with Egg Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/sausage-mcmuffin-with-egg-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,6,sausage mcmuffin with egg meal | sausage mcmuffin and cheese meal | sausage mcmuffin egg and cheese meal | sausage mcmuffin w egg meal | sausage mcmuffin egg meal | sausage mc muffin with egg meal
evm-sausage-egg-cheese-mcgriddles-meal,"Sausage, Egg & Cheese McGriddles Meal",product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/sausage-egg-cheese-mcgriddles-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,3,sausage egg and cheese mcgriddles meal | sausage egg and cheese mcgriddle meal | sausage egg and cheese mc griddles meal
shareables-bundles,Shareables & Bundles,support_page,Value & Deals,,support,Yes,https://mcdomenuusa.com/shareables-bundles/,,9,shareables | bundles | family bundle | shareable meal | bundle deal | bundle box | family meal | family box | dinner box
mcvalue-small-world-famous-fries,Small World Famous Fries,product_variant,Value & Deals,World Famous Fries,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/small-world-famous-fries/,https://mcdomenuusa.com/menu/mcvalue-menu/,5,small world famous fries | fries | french fries | small fry | small fries
evm-spicy-deluxe-mccrispy-meal,Spicy Deluxe McCrispy Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/spicy-deluxe-mccrispy-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,2,spicy deluxe mccrispy meal | spicy deluxe mc crispy meal
evm-spicy-mccrispy-meal,Spicy McCrispy Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/spicy-mccrispy-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,2,spicy mccrispy meal | spicy mc crispy meal
evm-spicy-snack-wrap-meal,Spicy Snack Wrap Meal,product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/spicy-snack-wrap-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,spicy snack wrap meal
evm-steak-egg-cheese-bagel-meal,"Steak, Egg & Cheese Bagel Meal",product_variant,Value & Deals,Extra Value Meals,item,Yes,https://mcdomenuusa.com/menu/extra-value-meals/steak-egg-cheese-bagel-meal/,https://mcdomenuusa.com/menu/extra-value-meals/,1,steak egg and cheese bagel meal
mcvalue-daily-double-meal-deal,The Daily Double Meal Deal,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/daily-double-meal-deal/,https://mcdomenuusa.com/menu/mcvalue-menu/,2,the daily double meal deal | daily double meal deal
mcvalue-mcchicken-meal-deal,The McChicken Meal Deal,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/mcchicken-meal-deal/,https://mcdomenuusa.com/menu/mcvalue-menu/,4,the mcchicken meal deal | mc chicken | mcchicken meal deal | the mc chicken meal deal
mcvalue-mcdouble-meal-deal,The McDouble Meal Deal,product_variant,Value & Deals,McValue Menu,item,Yes,https://mcdomenuusa.com/menu/mcvalue-menu/mcdouble-meal-deal/,https://mcdomenuusa.com/menu/mcvalue-menu/,4,the mcdouble meal deal | mc double | mcdouble meal deal | the mc double meal deal
mcvalue-world-famous-fries,World Famous Fries,product_family,Value & Deals,McValue Menu,family_section,Yes,https://mcdomenuusa.com/mcdonalds-deals-mcvalue-guide/,https://mcdomenuusa.com/menu/mcvalue-menu/,4,world famous fries | fries | mcdonalds fries | mcdonalds french fries
